technology,genotype,tissue,sex,timepoint,rep,sample,depth1,depth2,sublibrary,sublibrary_sample,run_number,rna_experiment_accession,rna_library_accession,rna_file_accession,lower_nCount_RNA,upper_nCount_RNA,lower_nFeature_RNA,upper_doublet_scores,upper_percent.mt
Parse,Bl6/Cast,Cortex,Male,PND_25,2,C_25_M_2,standard,12k,12E,12E_C_25_M_2,1005,ENCSR248MFG,ENCLB630AUB,ENCFF675DBG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_25,2,C_25_M_2,standard,12k,12F,12F_C_25_M_2,1005,ENCSR248MFG,ENCLB696ABU,ENCFF587SWS,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PNM_02,1,C_2m_F_1,standard,12k,12A,12A_C_2m_F_1,1005,ENCSR839BHY,ENCLB833LMV,ENCFF301IZG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PNM_02,1,C_2m_F_1,standard,12k,12B,12B_C_2m_F_1,1005,ENCSR839BHY,ENCLB316HYI,ENCFF788RUP,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PNM_02,1,C_2m_F_1,standard,12k,12C,12C_C_2m_F_1,1005,ENCSR839BHY,ENCLB861LSX,ENCFF810PJC,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PNM_02,1,C_2m_F_1,standard,12k,12D,12D_C_2m_F_1,1005,ENCSR839BHY,ENCLB246KVH,ENCFF245LEW,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PNM_02,1,C_2m_F_1,standard,12k,12E,12E_C_2m_F_1,1005,ENCSR839BHY,ENCLB214RIA,ENCFF074TBZ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PNM_02,1,C_2m_F_1,standard,12k,12F,12F_C_2m_F_1,1005,ENCSR839BHY,ENCLB594NUU,ENCFF419BOL,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PNM_02,2,C_2m_F_2,standard,12k,12A,12A_C_2m_F_2,1005,ENCSR839BHY,ENCLB405QDU,ENCFF752HSG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PNM_02,2,C_2m_F_2,standard,12k,12B,12B_C_2m_F_2,1005,ENCSR839BHY,ENCLB210PTX,ENCFF146KRG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PNM_02,2,C_2m_F_2,standard,12k,12C,12C_C_2m_F_2,1005,ENCSR839BHY,ENCLB027FOK,ENCFF508VJT,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PNM_02,2,C_2m_F_2,standard,12k,12D,12D_C_2m_F_2,1005,ENCSR839BHY,ENCLB821ELA,ENCFF332VSI,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PNM_02,2,C_2m_F_2,standard,12k,12E,12E_C_2m_F_2,1005,ENCSR839BHY,ENCLB121XTD,ENCFF132MSB,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PNM_02,2,C_2m_F_2,standard,12k,12F,12F_C_2m_F_2,1005,ENCSR839BHY,ENCLB990OKU,ENCFF073RBQ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PNM_02,1,C_2m_M_1,standard,12k,12A,12A_C_2m_M_1,1005,ENCSR793HMA,ENCLB199EXA,ENCFF127YVZ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PNM_02,1,C_2m_M_1,standard,12k,12B,12B_C_2m_M_1,1005,ENCSR793HMA,ENCLB963XAH,ENCFF919KMV,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PNM_02,1,C_2m_M_1,standard,12k,12C,12C_C_2m_M_1,1005,ENCSR793HMA,ENCLB970OBM,ENCFF909OTI,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PNM_02,1,C_2m_M_1,standard,12k,12D,12D_C_2m_M_1,1005,ENCSR793HMA,ENCLB553KES,ENCFF568AVY,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PNM_02,1,C_2m_M_1,standard,12k,12E,12E_C_2m_M_1,1005,ENCSR793HMA,ENCLB285ZLV,ENCFF787SPT,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PNM_02,1,C_2m_M_1,standard,12k,12F,12F_C_2m_M_1,1005,ENCSR793HMA,ENCLB241TJF,ENCFF306BGY,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PNM_02,2,C_2m_M_2,standard,12k,12A,12A_C_2m_M_2,1005,ENCSR793HMA,ENCLB468WUV,ENCFF750NDB,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PNM_02,2,C_2m_M_2,standard,12k,12B,12B_C_2m_M_2,1005,ENCSR793HMA,ENCLB034ULA,ENCFF130FUQ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PNM_02,2,C_2m_M_2,standard,12k,12C,12C_C_2m_M_2,1005,ENCSR793HMA,ENCLB955TVD,ENCFF244WVW,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PNM_02,2,C_2m_M_2,standard,12k,12D,12D_C_2m_M_2,1005,ENCSR793HMA,ENCLB029JFQ,ENCFF208BAG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PNM_02,2,C_2m_M_2,standard,12k,12E,12E_C_2m_M_2,1005,ENCSR793HMA,ENCLB616NPS,ENCFF263DII,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PNM_02,2,C_2m_M_2,standard,12k,12F,12F_C_2m_M_2,1005,ENCSR793HMA,ENCLB142MZF,ENCFF438QEG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_36,1,C_36_F_1,standard,12k,12A,12A_C_36_F_1,1005,ENCSR450IJU,ENCLB389IPW,ENCFF663VXY,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_36,1,C_36_F_1,standard,12k,12B,12B_C_36_F_1,1005,ENCSR450IJU,ENCLB685RET,ENCFF608HZS,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_36,1,C_36_F_1,standard,12k,12C,12C_C_36_F_1,1005,ENCSR450IJU,ENCLB057KJM,ENCFF843DOB,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_36,1,C_36_F_1,standard,12k,12D,12D_C_36_F_1,1005,ENCSR450IJU,ENCLB099LGC,ENCFF298LFG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_36,1,C_36_F_1,standard,12k,12E,12E_C_36_F_1,1005,ENCSR450IJU,ENCLB842TDX,ENCFF635AED,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_36,1,C_36_F_1,standard,12k,12F,12F_C_36_F_1,1005,ENCSR450IJU,ENCLB236XIA,ENCFF066OMG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_36,2,C_36_F_2,standard,12k,12A,12A_C_36_F_2,1005,ENCSR450IJU,ENCLB058JIG,ENCFF032WIO,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_36,2,C_36_F_2,standard,12k,12B,12B_C_36_F_2,1005,ENCSR450IJU,ENCLB518DXN,ENCFF308ZUY,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_36,2,C_36_F_2,standard,12k,12C,12C_C_36_F_2,1005,ENCSR450IJU,ENCLB504CPJ,ENCFF218IOZ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_36,2,C_36_F_2,standard,12k,12D,12D_C_36_F_2,1005,ENCSR450IJU,ENCLB458AZE,ENCFF202QME,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_36,2,C_36_F_2,standard,12k,12E,12E_C_36_F_2,1005,ENCSR450IJU,ENCLB784UHT,ENCFF862XQH,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_36,2,C_36_F_2,standard,12k,12F,12F_C_36_F_2,1005,ENCSR450IJU,ENCLB270PXC,ENCFF947SVT,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_36,1,C_36_M_1,standard,12k,12A,12A_C_36_M_1,1005,ENCSR254SLA,ENCLB496OEP,ENCFF746GZQ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_36,1,C_36_M_1,standard,12k,12B,12B_C_36_M_1,1005,ENCSR254SLA,ENCLB563CRJ,ENCFF145FMI,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_36,1,C_36_M_1,standard,12k,12C,12C_C_36_M_1,1005,ENCSR254SLA,ENCLB283GLR,ENCFF846DSN,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_36,1,C_36_M_1,standard,12k,12D,12D_C_36_M_1,1005,ENCSR254SLA,ENCLB603FZI,ENCFF258SZP,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_36,1,C_36_M_1,standard,12k,12E,12E_C_36_M_1,1005,ENCSR254SLA,ENCLB928YMW,ENCFF311JQS,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_36,1,C_36_M_1,standard,12k,12F,12F_C_36_M_1,1005,ENCSR254SLA,ENCLB417EQW,ENCFF703TSK,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_36,2,C_36_M_2,standard,12k,12A,12A_C_36_M_2,1005,ENCSR254SLA,ENCLB342GBS,ENCFF460WUC,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_36,2,C_36_M_2,standard,12k,12B,12B_C_36_M_2,1005,ENCSR254SLA,ENCLB414KNZ,ENCFF777PYI,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_36,2,C_36_M_2,standard,12k,12C,12C_C_36_M_2,1005,ENCSR254SLA,ENCLB611KSY,ENCFF988VWT,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_36,2,C_36_M_2,standard,12k,12D,12D_C_36_M_2,1005,ENCSR254SLA,ENCLB691ZDJ,ENCFF947XIK,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_36,2,C_36_M_2,standard,12k,12E,12E_C_36_M_2,1005,ENCSR254SLA,ENCLB507JAX,ENCFF688YOY,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_36,2,C_36_M_2,standard,12k,12F,12F_C_36_M_2,1005,ENCSR254SLA,ENCLB363WTB,ENCFF168YGQ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_04,1,C_4_F_1,standard,12k,12A,12A_C_4_F_1,1005,ENCSR490RCS,ENCLB491GOR,ENCFF744MHR,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_04,1,C_4_F_1,standard,12k,12B,12B_C_4_F_1,1005,ENCSR490RCS,ENCLB004JEG,ENCFF524DWW,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_04,1,C_4_F_1,standard,12k,12C,12C_C_4_F_1,1005,ENCSR490RCS,ENCLB833NID,ENCFF767EED,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_04,1,C_4_F_1,standard,12k,12D,12D_C_4_F_1,1005,ENCSR490RCS,ENCLB872ZBE,ENCFF922MEH,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_04,1,C_4_F_1,standard,12k,12E,12E_C_4_F_1,1005,ENCSR490RCS,ENCLB713LCZ,ENCFF850DCG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_04,1,C_4_F_1,standard,12k,12F,12F_C_4_F_1,1005,ENCSR490RCS,ENCLB973JFA,ENCFF980QCK,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_04,2,C_4_F_2,standard,12k,12A,12A_C_4_F_2,1005,ENCSR490RCS,ENCLB038ZGG,ENCFF376NOZ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_04,2,C_4_F_2,standard,12k,12B,12B_C_4_F_2,1005,ENCSR490RCS,ENCLB305OXD,ENCFF754NHZ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_04,2,C_4_F_2,standard,12k,12C,12C_C_4_F_2,1005,ENCSR490RCS,ENCLB436QAF,ENCFF561DVB,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_04,2,C_4_F_2,standard,12k,12D,12D_C_4_F_2,1005,ENCSR490RCS,ENCLB885JIP,ENCFF253HHE,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_04,2,C_4_F_2,standard,12k,12E,12E_C_4_F_2,1005,ENCSR490RCS,ENCLB710DJK,ENCFF577HRD,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Female,PND_04,2,C_4_F_2,standard,12k,12F,12F_C_4_F_2,1005,ENCSR490RCS,ENCLB482EFN,ENCFF762YQV,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_04,1,C_4_M_1,standard,12k,12A,12A_C_4_M_1,1005,ENCSR037LFG,ENCLB557ZUK,ENCFF521OJI,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_04,1,C_4_M_1,standard,12k,12B,12B_C_4_M_1,1005,ENCSR037LFG,ENCLB987ZVH,ENCFF873YXF,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_04,1,C_4_M_1,standard,12k,12C,12C_C_4_M_1,1005,ENCSR037LFG,ENCLB863MDS,ENCFF877QAE,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_04,1,C_4_M_1,standard,12k,12D,12D_C_4_M_1,1005,ENCSR037LFG,ENCLB793OAJ,ENCFF423GBO,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_04,1,C_4_M_1,standard,12k,12E,12E_C_4_M_1,1005,ENCSR037LFG,ENCLB448UAZ,ENCFF799YES,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_04,1,C_4_M_1,standard,12k,12F,12F_C_4_M_1,1005,ENCSR037LFG,ENCLB517ZQZ,ENCFF077CQU,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_04,2,C_4_M_2,standard,12k,12A,12A_C_4_M_2,1005,ENCSR037LFG,ENCLB491VUF,ENCFF395ZRJ,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_04,2,C_4_M_2,standard,12k,12B,12B_C_4_M_2,1005,ENCSR037LFG,ENCLB839IEH,ENCFF954MTD,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_04,2,C_4_M_2,standard,12k,12C,12C_C_4_M_2,1005,ENCSR037LFG,ENCLB557LYD,ENCFF242BNN,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_04,2,C_4_M_2,standard,12k,12D,12D_C_4_M_2,1005,ENCSR037LFG,ENCLB139WTN,ENCFF443GNK,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_04,2,C_4_M_2,standard,12k,12E,12E_C_4_M_2,1005,ENCSR037LFG,ENCLB009QYX,ENCFF733HDE,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Cortex,Male,PND_04,2,C_4_M_2,standard,12k,12F,12F_C_4_M_2,1005,ENCSR037LFG,ENCLB798ZQX,ENCFF386DBD,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,1,G_10_F_1,standard,12k,12A,12A_G_10_F_1,1005,ENCSR554FGW,ENCLB032AUQ,ENCFF099DST,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,1,G_10_F_1,standard,12k,12B,12B_G_10_F_1,1005,ENCSR554FGW,ENCLB931FBH,ENCFF884MPI,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,1,G_10_F_1,standard,12k,12C,12C_G_10_F_1,1005,ENCSR554FGW,ENCLB721ZIN,ENCFF310IDA,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,1,G_10_F_1,standard,12k,12D,12D_G_10_F_1,1005,ENCSR554FGW,ENCLB411QYO,ENCFF117XXY,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,1,G_10_F_1,standard,12k,12F,12F_G_10_F_1,1005,ENCSR554FGW,ENCLB977BKG,ENCFF268GNQ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,1,G_10_F_1,standard,15k,15A,15A_G_10_F_1,1005,ENCSR253YLA,ENCLB699IMY,ENCFF485CBJ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,1,G_10_F_1,standard,15k,15B,15B_G_10_F_1,1005,ENCSR253YLA,ENCLB145UXM,ENCFF018ZFJ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,2,G_10_F_2,standard,12k,12A,12A_G_10_F_2,1005,ENCSR554FGW,ENCLB217SBS,ENCFF242XLH,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,2,G_10_F_2,standard,12k,12B,12B_G_10_F_2,1005,ENCSR554FGW,ENCLB751YOZ,ENCFF592VNU,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,2,G_10_F_2,standard,12k,12C,12C_G_10_F_2,1005,ENCSR554FGW,ENCLB360PPN,ENCFF327XZP,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,2,G_10_F_2,standard,12k,12D,12D_G_10_F_2,1005,ENCSR554FGW,ENCLB828BFR,ENCFF748SVZ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,2,G_10_F_2,standard,12k,12F,12F_G_10_F_2,1005,ENCSR554FGW,ENCLB473OAX,ENCFF196QIN,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,2,G_10_F_2,standard,15k,15A,15A_G_10_F_2,1005,ENCSR253YLA,ENCLB315VLE,ENCFF631PMN,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_10,2,G_10_F_2,standard,15k,15B,15B_G_10_F_2,1005,ENCSR253YLA,ENCLB189CHU,ENCFF543CKC,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,1,G_10_M_1,standard,12k,12A,12A_G_10_M_1,1005,ENCSR667UMR,ENCLB388PMA,ENCFF724JCT,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,1,G_10_M_1,standard,12k,12B,12B_G_10_M_1,1005,ENCSR667UMR,ENCLB912FFI,ENCFF004RKL,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,1,G_10_M_1,standard,12k,12C,12C_G_10_M_1,1005,ENCSR667UMR,ENCLB349RNZ,ENCFF112DYP,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,1,G_10_M_1,standard,12k,12D,12D_G_10_M_1,1005,ENCSR667UMR,ENCLB908URC,ENCFF680QAL,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,1,G_10_M_1,standard,12k,12F,12F_G_10_M_1,1005,ENCSR667UMR,ENCLB033OJL,ENCFF178TQW,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,1,G_10_M_1,standard,15k,15A,15A_G_10_M_1,1005,ENCSR653HPZ,ENCLB872RJX,ENCFF653VJJ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,1,G_10_M_1,standard,15k,15B,15B_G_10_M_1,1005,ENCSR653HPZ,ENCLB568NZU,ENCFF256FZT,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,2,G_10_M_2,standard,12k,12A,12A_G_10_M_2,1005,ENCSR667UMR,ENCLB248UXT,ENCFF633CZY,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,2,G_10_M_2,standard,12k,12B,12B_G_10_M_2,1005,ENCSR667UMR,ENCLB080WMN,ENCFF154ESD,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,2,G_10_M_2,standard,12k,12C,12C_G_10_M_2,1005,ENCSR667UMR,ENCLB075UHR,ENCFF712ACR,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,2,G_10_M_2,standard,12k,12D,12D_G_10_M_2,1005,ENCSR667UMR,ENCLB962EGQ,ENCFF219TNE,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,2,G_10_M_2,standard,12k,12F,12F_G_10_M_2,1005,ENCSR667UMR,ENCLB362VYB,ENCFF642RAY,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,2,G_10_M_2,standard,15k,15A,15A_G_10_M_2,1005,ENCSR653HPZ,ENCLB588YYL,ENCFF250QFJ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_10,2,G_10_M_2,standard,15k,15B,15B_G_10_M_2,1005,ENCSR653HPZ,ENCLB936ACJ,ENCFF342SZN,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,1,G_14_F_1,standard,12k,12A,12A_G_14_F_1,1005,ENCSR355CTS,ENCLB275RCP,ENCFF539VUH,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,1,G_14_F_1,standard,12k,12B,12B_G_14_F_1,1005,ENCSR355CTS,ENCLB166EFZ,ENCFF093NIC,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,1,G_14_F_1,standard,12k,12C,12C_G_14_F_1,1005,ENCSR355CTS,ENCLB304BPO,ENCFF901SEZ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,1,G_14_F_1,standard,12k,12D,12D_G_14_F_1,1005,ENCSR355CTS,ENCLB634NEL,ENCFF595YSI,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,1,G_14_F_1,standard,12k,12F,12F_G_14_F_1,1005,ENCSR355CTS,ENCLB448QJM,ENCFF444NTY,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,1,G_14_F_1,standard,15k,15A,15A_G_14_F_1,1005,ENCSR462NDO,ENCLB979XEI,ENCFF667KKI,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,1,G_14_F_1,standard,15k,15B,15B_G_14_F_1,1005,ENCSR462NDO,ENCLB029MKK,ENCFF142VNX,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,2,G_14_F_2,standard,12k,12A,12A_G_14_F_2,1005,ENCSR355CTS,ENCLB694SFL,ENCFF742HTY,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,2,G_14_F_2,standard,12k,12B,12B_G_14_F_2,1005,ENCSR355CTS,ENCLB064PVA,ENCFF504XYN,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,2,G_14_F_2,standard,12k,12C,12C_G_14_F_2,1005,ENCSR355CTS,ENCLB198GPF,ENCFF364YKR,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,2,G_14_F_2,standard,12k,12D,12D_G_14_F_2,1005,ENCSR355CTS,ENCLB461VDP,ENCFF458USF,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,2,G_14_F_2,standard,12k,12F,12F_G_14_F_2,1005,ENCSR355CTS,ENCLB936SYI,ENCFF996BNV,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,2,G_14_F_2,standard,15k,15A,15A_G_14_F_2,1005,ENCSR462NDO,ENCLB801VRN,ENCFF522RHZ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_14,2,G_14_F_2,standard,15k,15B,15B_G_14_F_2,1005,ENCSR462NDO,ENCLB294GCN,ENCFF151EEA,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,1,G_14_M_1,standard,12k,12A,12A_G_14_M_1,1005,ENCSR581NLU,ENCLB508YKY,ENCFF209GSN,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,1,G_14_M_1,standard,12k,12B,12B_G_14_M_1,1005,ENCSR581NLU,ENCLB196EQF,ENCFF659PVP,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,1,G_14_M_1,standard,12k,12C,12C_G_14_M_1,1005,ENCSR581NLU,ENCLB274LVT,ENCFF653UCY,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,1,G_14_M_1,standard,12k,12D,12D_G_14_M_1,1005,ENCSR581NLU,ENCLB498MMP,ENCFF270IWB,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,1,G_14_M_1,standard,12k,12F,12F_G_14_M_1,1005,ENCSR581NLU,ENCLB065MJW,ENCFF877KBL,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,1,G_14_M_1,standard,15k,15A,15A_G_14_M_1,1005,ENCSR498SXJ,ENCLB649HDJ,ENCFF312MWQ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,1,G_14_M_1,standard,15k,15B,15B_G_14_M_1,1005,ENCSR498SXJ,ENCLB984JOJ,ENCFF851XZK,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,2,G_14_M_2,standard,12k,12A,12A_G_14_M_2,1005,ENCSR581NLU,ENCLB173NDS,ENCFF338UEK,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,2,G_14_M_2,standard,12k,12B,12B_G_14_M_2,1005,ENCSR581NLU,ENCLB700PHX,ENCFF161WHG,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,2,G_14_M_2,standard,12k,12C,12C_G_14_M_2,1005,ENCSR581NLU,ENCLB567RWD,ENCFF201RAJ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,2,G_14_M_2,standard,12k,12D,12D_G_14_M_2,1005,ENCSR581NLU,ENCLB993HSH,ENCFF798PDE,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,2,G_14_M_2,standard,12k,12F,12F_G_14_M_2,1005,ENCSR581NLU,ENCLB865NBC,ENCFF386YXA,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,2,G_14_M_2,standard,15k,15A,15A_G_14_M_2,1005,ENCSR498SXJ,ENCLB686BIV,ENCFF345SQT,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_14,2,G_14_M_2,standard,15k,15B,15B_G_14_M_2,1005,ENCSR498SXJ,ENCLB330WBR,ENCFF218CHZ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,1,G_18m_F_1,standard,12k,12A,12A_G_18m_F_1,1005,ENCSR927BSJ,ENCLB114FSY,ENCFF742HJY,500,30000,300,0.25,5
