"","gene_id","gene_name","gene_type"
"26836","ENSMUSG00000092563.1","Gm3617","processed_pseudogene"
"26837","ENSMUSG00000073702.11","Rpl31","protein_coding"
"26838","ENSMUSG00000003134.10","Tbc1d8","protein_coding"
"26842","ENSMUSG00000003135.15","Cnot11","protein_coding"
"26843","ENSMUSG00000085894.1","Gm15832","processed_transcript"
"26845","ENSMUSG00000048234.13","Rnf149","protein_coding"
"26847","ENSMUSG00000102471.1","Gm5100","processed_pseudogene"
"26848","ENSMUSG00000050967.5","Creg2","protein_coding"
"26849","ENSMUSG00000097083.1","D930019O06Rik","antisense"
"26850","ENSMUSG00000057173.8","Rfx8","protein_coding"
"26851","ENSMUSG00000091937.3","Gm3646","protein_coding"
"26852","ENSMUSG00000101634.6","1700066B17Rik","lincRNA"
"26853","ENSMUSG00000026074.15","Map4k4","protein_coding"
"26855","ENSMUSG00000026073.13","Il1r2","protein_coding"
"26856","ENSMUSG00000097899.2","Gm16894","antisense"
"26858","ENSMUSG00000026072.12","Il1r1","protein_coding"
"26860","ENSMUSG00000070942.8","Il1rl2","protein_coding"
"26861","ENSMUSG00000103230.1","Gm17970","processed_pseudogene"
"26862","ENSMUSG00000026069.15","Il1rl1","protein_coding"
"26863","ENSMUSG00000026070.15","Il18r1","protein_coding"
"26864","ENSMUSG00000026068.11","Il18rap","protein_coding"
"26865","ENSMUSG00000104441.1","Gm35801","antisense"
"26866","ENSMUSG00000026065.8","Slc9a4","protein_coding"
"26868","ENSMUSG00000026062.12","Slc9a2","protein_coding"
"26869","ENSMUSG00000103679.1","Gm37623","antisense"
"26870","ENSMUSG00000103270.1","Gm37915","antisense"
"26871","ENSMUSG00000041945.12","Mfsd9","protein_coding"
"26872","ENSMUSG00000079588.3","Tmem182","protein_coding"
"26873","ENSMUSG00000094136.2","Gm5973","processed_pseudogene"
"26874","ENSMUSG00000104072.1","4930448I06Rik","lincRNA"
"26875","ENSMUSG00000100185.1","Gm28634","lincRNA"
"26876","ENSMUSG00000100832.1","Gm29260","lincRNA"
"26877","ENSMUSG00000100178.1","Gm5267","processed_pseudogene"
"26878","ENSMUSG00000101877.1","Gm8176","processed_pseudogene"
"26879","ENSMUSG00000053640.2","Gm9915","lincRNA"
"26880","ENSMUSG00000101919.1","Gm29664","lincRNA"
"26881","ENSMUSG00000101299.2","Gm28175","lincRNA"
"26882","ENSMUSG00000100180.1","Gm28140","lincRNA"
"26884","ENSMUSG00000060424.14","Pantr1","lincRNA"
"26886","ENSMUSG00000093436.6","AC122898.1","sense_overlapping"
"26887","ENSMUSG00000045515.3","Pou3f3","protein_coding"
"26888","ENSMUSG00000097063.3","Pantr2","processed_transcript"
"26889","ENSMUSG00000099784.1","Dalir","lincRNA"
"26890","ENSMUSG00000060679.14","Mrps9","protein_coding"
"26892","ENSMUSG00000041907.9","Gpr45","protein_coding"
"26893","ENSMUSG00000089088.1","Gm24001","miRNA"
"26894","ENSMUSG00000070939.9","Tgfbrap1","protein_coding"
"26895","ENSMUSG00000100269.1","Gm28782","antisense"
"26896","ENSMUSG00000041878.3","8430432A02Rik","antisense"
"26897","ENSMUSG00000010290.7","AI597479","protein_coding"
"26898","ENSMUSG00000008136.14","Fhl2","protein_coding"
"26899","ENSMUSG00000094497.1","Gm8210","processed_pseudogene"
"26900","ENSMUSG00000099576.1","Gm29040","lincRNA"
"26901","ENSMUSG00000099694.1","Gm29610","processed_pseudogene"
"26902","ENSMUSG00000101923.1","Gm29041","processed_pseudogene"
"26903","ENSMUSG00000066877.11","Nck2","protein_coding"
"26906","ENSMUSG00000026051.8","1500015O10Rik","protein_coding"
"26907","ENSMUSG00000100764.1","Gm29155","antisense"
"26908","ENSMUSG00000100635.1","Gm29157","lincRNA"
"26909","ENSMUSG00000100480.1","Gm29156","lincRNA"
"26910","ENSMUSG00000057363.12","Uxs1","protein_coding"
"26911","ENSMUSG00000090243.1","Gm16103","processed_pseudogene"
"26912","ENSMUSG00000100701.1","Gm19587","processed_pseudogene"
"26913","ENSMUSG00000101395.1","Gm8241","processed_pseudogene"
"26915","ENSMUSG00000095757.1","Gm24180","miRNA"
"26916","ENSMUSG00000041763.14","Tpp2","protein_coding"
"26917","ENSMUSG00000047343.4","Mettl21c","protein_coding"
"26918","ENSMUSG00000090106.1","Gm15838","processed_pseudogene"
"26919","ENSMUSG00000091844.1","Gm8251","protein_coding"
"26920","ENSMUSG00000026049.11","Tex30","protein_coding"
"26921","ENSMUSG00000101104.6","Gm29247","processed_transcript"
"26922","ENSMUSG00000026047.13","Kdelc1","protein_coding"
"26923","ENSMUSG00000041684.11","Bivm","protein_coding"
"26924","ENSMUSG00000026048.16","Ercc5","protein_coding"
"26925","ENSMUSG00000046828.3","Mettl21e","protein_coding"
"26926","ENSMUSG00000089703.1","Gm15833","processed_pseudogene"
"26927","ENSMUSG00000100966.1","Gm5700","processed_pseudogene"
"26928","ENSMUSG00000100769.1","Gm28893","processed_transcript"
"26929","ENSMUSG00000101567.1","Txn-ps1","processed_pseudogene"
"26930","ENSMUSG00000056870.9","Gulp1","protein_coding"
"26932","ENSMUSG00000089877.1","Gm16102","processed_pseudogene"
"26933","ENSMUSG00000101701.1","4930521E06Rik","antisense"
"26935","ENSMUSG00000100434.1","Gm3489","processed_pseudogene"
"26936","ENSMUSG00000100013.1","Gm19480","processed_pseudogene"
"26937","ENSMUSG00000101251.1","Gm3496","processed_pseudogene"
"26938","ENSMUSG00000101937.1","Gm5268","processed_pseudogene"
"26939","ENSMUSG00000026043.18","Col3a1","protein_coding"
"26940","ENSMUSG00000105211.1","Gm47302","miRNA"
"26941","ENSMUSG00000026042.16","Col5a2","protein_coding"
"26943","ENSMUSG00000100218.1","Gm8296","processed_pseudogene"
"26944","ENSMUSG00000100361.1","Gm7063","processed_pseudogene"
"26945","ENSMUSG00000100894.1","Gm8304","processed_pseudogene"
"26948","ENSMUSG00000100843.1","Gm8307","processed_pseudogene"
"26950","ENSMUSG00000025995.16","Wdr75","protein_coding"
"26951","ENSMUSG00000099850.1","Gm28906","processed_pseudogene"
"26952","ENSMUSG00000084817.3","Gm5526","processed_pseudogene"
"26953","ENSMUSG00000098549.1","Gm5269","protein_coding"
"26954","ENSMUSG00000099381.1","Gm18303","processed_pseudogene"
"26955","ENSMUSG00000025993.10","Slc40a1","protein_coding"
"26956","ENSMUSG00000099946.1","Gm9496","processed_pseudogene"
"26957","ENSMUSG00000070896.2","Rpl23a-ps1","processed_pseudogene"
"26958","ENSMUSG00000090682.4","Gm3852","processed_pseudogene"
"26959","ENSMUSG00000044457.8","Stk-ps2","transcribed_processed_pseudogene"
"26960","ENSMUSG00000099432.1","Gm18849","unprocessed_pseudogene"
"26961","ENSMUSG00000041144.10","Dnah7b","protein_coding"
"26963","ENSMUSG00000101262.1","Gm8326","processed_pseudogene"
"26964","ENSMUSG00000101337.6","Dnah7c","protein_coding"
"26965","ENSMUSG00000025986.6","Slc39a10","protein_coding"
"26966","ENSMUSG00000100213.1","Gm28151","lincRNA"
"26968","ENSMUSG00000100160.1","Gm28527","processed_pseudogene"
"26969","ENSMUSG00000101921.1","Gm28825","processed_pseudogene"
"26970","ENSMUSG00000101447.1","Gm28826","lincRNA"
"26971","ENSMUSG00000081185.1","Gm4852","processed_pseudogene"
"26973","ENSMUSG00000098876.1","Mir6350","miRNA"
"26974","ENSMUSG00000100530.1","Gm18117","processed_pseudogene"
"26976","ENSMUSG00000100033.1","Gm8337","processed_pseudogene"
"26977","ENSMUSG00000094968.1","Gm22419","miRNA"
"26979","ENSMUSG00000101996.1","Gm19206","processed_pseudogene"
"26980","ENSMUSG00000096973.1","Gm5974","processed_pseudogene"
"26982","ENSMUSG00000100866.1","Gm28830","processed_pseudogene"
"26983","ENSMUSG00000101721.1","Gm8354","processed_pseudogene"
"26984","ENSMUSG00000099376.1","Gm19124","processed_pseudogene"
"26985","ENSMUSG00000097883.1","Gm8357","processed_pseudogene"
"26986","ENSMUSG00000092790.1","Gm22693","miRNA"
"26987","ENSMUSG00000099698.1","Gm28740","processed_pseudogene"
"26988","ENSMUSG00000099454.1","Gm8367","processed_pseudogene"
"26989","ENSMUSG00000051616.14","C230029F24Rik","lincRNA"
"26990","ENSMUSG00000099627.1","Gm6757","processed_pseudogene"
"26991","ENSMUSG00000099577.1","Gm3605","processed_pseudogene"
"26992","ENSMUSG00000099882.1","Gm28388","processed_pseudogene"
"26993","ENSMUSG00000101760.1","Gm8384","processed_pseudogene"
"26994","ENSMUSG00000099608.1","4933411E06Rik","lincRNA"
"26995","ENSMUSG00000099864.1","Gm8391","processed_pseudogene"
"26997","ENSMUSG00000100451.1","Gm29665","lincRNA"
"26998","ENSMUSG00000099941.1","Gm20118","processed_pseudogene"
"27000","ENSMUSG00000100816.1","Gm28321","lincRNA"
"27001","ENSMUSG00000026109.14","Tmeff2","protein_coding"
"27002","ENSMUSG00000100671.1","Gm28322","lincRNA"
"27003","ENSMUSG00000092906.1","Gm25736","miRNA"
"27004","ENSMUSG00000101242.1","Gm28319","antisense"
"27005","ENSMUSG00000099924.1","Gm28320","sense_intronic"
"27006","ENSMUSG00000099625.1","Gm29325","lincRNA"
"27007","ENSMUSG00000101799.1","9330175M20Rik","antisense"
"27008","ENSMUSG00000045954.7","Cavin2","protein_coding"
"27009","ENSMUSG00000099741.1","Gm5253","processed_pseudogene"
"27010","ENSMUSG00000101702.1","1700072G22Rik","lincRNA"
"27011","ENSMUSG00000026107.11","Nabp1","protein_coding"
"27012","ENSMUSG00000099413.1","Gm17767","lincRNA"
"27014","ENSMUSG00000101741.1","Gm28055","lincRNA"
"27015","ENSMUSG00000018417.14","Myo1b","protein_coding"
"27016","ENSMUSG00000101724.1","Gm29453","sense_intronic"
"27017","ENSMUSG00000100313.1","Gm28323","sense_intronic"
"27018","ENSMUSG00000100696.1","Gm8419","processed_pseudogene"
"27020","ENSMUSG00000072324.4","Gm8420","processed_pseudogene"
"27021","ENSMUSG00000062939.11","Stat4","protein_coding"
"27022","ENSMUSG00000101628.1","Gm28177","processed_transcript"
"27023","ENSMUSG00000078291.1","Gm3940","processed_pseudogene"
"27024","ENSMUSG00000109599.1","Gm31812","lincRNA"
"27025","ENSMUSG00000026104.14","Stat1","protein_coding"
"27026","ENSMUSG00000099569.1","Gm18301","unprocessed_pseudogene"
"27027","ENSMUSG00000026103.14","Gls","protein_coding"
"27028","ENSMUSG00000099648.1","Gm5975","processed_pseudogene"
"27030","ENSMUSG00000002881.14","Nab1","protein_coding"
"27031","ENSMUSG00000097833.1","Gm5976","processed_pseudogene"
"27032","ENSMUSG00000101501.1","Rps27a-ps1","processed_pseudogene"
"27033","ENSMUSG00000100120.1","Gm553","lincRNA"
"27034","ENSMUSG00000099878.1","Gm28178","lincRNA"
"27035","ENSMUSG00000100007.1","Gm5527","processed_pseudogene"
"27036","ENSMUSG00000043015.15","Nemp2","protein_coding"
"27038","ENSMUSG00000041439.15","Mfsd6","protein_coding"
"27039","ENSMUSG00000100302.1","Gm29670","sense_intronic"
"27040","ENSMUSG00000100230.1","Gm28650","processed_pseudogene"
"27041","ENSMUSG00000026102.9","Inpp1","protein_coding"
"27042","ENSMUSG00000041426.12","Hibch","protein_coding"
"27043","ENSMUSG00000089802.1","Gm16107","processed_pseudogene"
"27044","ENSMUSG00000043629.12","1700019D03Rik","protein_coding"
"27045","ENSMUSG00000026100.6","Mstn","protein_coding"
"27047","ENSMUSG00000060715.9","1700019A02Rik","protein_coding"
"27048","ENSMUSG00000026098.13","Pms1","protein_coding"
"27049","ENSMUSG00000100763.1","Gm28777","antisense"
"27050","ENSMUSG00000026097.9","Ormdl1","protein_coding"
"27051","ENSMUSG00000100679.1","Gm28778","protein_coding"
"27052","ENSMUSG00000026096.14","Osgepl1","protein_coding"
"27053","ENSMUSG00000099913.1","Gm28551","protein_coding"
"27054","ENSMUSG00000101838.6","Gm18800","transcribed_unprocessed_pseudogene"
"27055","ENSMUSG00000026095.15","Asnsd1","protein_coding"
"27056","ENSMUSG00000117809.1","Asdurf","protein_coding"
"27057","ENSMUSG00000100267.1","Gm28779","processed_pseudogene"
"27058","ENSMUSG00000099450.1","Gm6799","processed_pseudogene"
"27059","ENSMUSG00000100069.1","Gm6801","unprocessed_pseudogene"
"27060","ENSMUSG00000096141.2","Dnah7a","protein_coding"
"27061","ENSMUSG00000092657.1","Gm25240","miRNA"
"27062","ENSMUSG00000026094.14","Stk17b","protein_coding"
"27064","ENSMUSG00000042807.15","Hecw2","protein_coding"
"27065","ENSMUSG00000098443.1","Mir7681","miRNA"
"27069","ENSMUSG00000025983.11","Ccdc150","protein_coding"
"27070","ENSMUSG00000041303.7","Gtf3c3","protein_coding"
"27071","ENSMUSG00000109809.1","Gm34066","lincRNA"
"27072","ENSMUSG00000073678.4","Pgap1","protein_coding"
"27074","ENSMUSG00000101130.1","Gm19637","processed_pseudogene"
"27075","ENSMUSG00000052331.14","Ankrd44","protein_coding"
"27076","ENSMUSG00000101674.6","4930444A19Rik","antisense"
"27078","ENSMUSG00000089245.1","Gm24053","miRNA"
"27080","ENSMUSG00000025982.13","Sf3b1","protein_coding"
"27082","ENSMUSG00000025981.13","Coq10b","protein_coding"
"27083","ENSMUSG00000101122.1","Gm17971","processed_pseudogene"
"27084","ENSMUSG00000025980.14","Hspd1","protein_coding"
"27085","ENSMUSG00000073676.4","Hspe1","protein_coding"
"27086","ENSMUSG00000100736.1","Gm5147","processed_pseudogene"
"27087","ENSMUSG00000089670.1","Gm16581","processed_pseudogene"
"27088","ENSMUSG00000025979.13","Mob4","protein_coding"
"27089","ENSMUSG00000061863.6","Gm6822","processed_pseudogene"
"27090","ENSMUSG00000025978.14","Rftn2","protein_coding"
"27091","ENSMUSG00000097649.2","Gm10561","antisense"
"27092","ENSMUSG00000046994.9","Mars2","protein_coding"
"27093","ENSMUSG00000025977.15","Boll","protein_coding"
"27094","ENSMUSG00000100215.1","Gm8292","processed_pseudogene"
"27095","ENSMUSG00000101945.1","Gm29138","processed_pseudogene"
"27096","ENSMUSG00000101085.1","Gm8531","processed_pseudogene"
"27097","ENSMUSG00000038349.10","Plcl1","protein_coding"
"27099","ENSMUSG00000100309.1","Gm6644","processed_pseudogene"
"27101","ENSMUSG00000099950.1","9130227L01Rik","lincRNA"
"27103","ENSMUSG00000100372.1","1700003I22Rik","lincRNA"
"27104","ENSMUSG00000100944.1","Gm28900","processed_pseudogene"
"27105","ENSMUSG00000101332.1","Gm28240","lincRNA"
"27106","ENSMUSG00000045336.5","Hsfy2","protein_coding"
"27107","ENSMUSG00000038331.15","Satb2","protein_coding"
"27108","ENSMUSG00000087022.4","9130024F11Rik","processed_transcript"
"27110","ENSMUSG00000094128.1","Gm23943","miRNA"
"27111","ENSMUSG00000099945.1","1700126A01Rik","lincRNA"
"27112","ENSMUSG00000101429.1","BC055402","lincRNA"
"27113","ENSMUSG00000101129.1","Gm5254","processed_pseudogene"
"27114","ENSMUSG00000097519.2","4930558J18Rik","lincRNA"
"27115","ENSMUSG00000038323.3","1700066M21Rik","protein_coding"
"27116","ENSMUSG00000048495.16","Tyw5","protein_coding"
"27117","ENSMUSG00000025971.6","Maip1","protein_coding"
"27120","ENSMUSG00000101826.1","Gm8581","processed_pseudogene"
"27122","ENSMUSG00000101151.1","Gm17929","processed_pseudogene"
"27123","ENSMUSG00000038305.15","Spats2l","protein_coding"
"27124","ENSMUSG00000091283.1","Gm17234","antisense"
"27125","ENSMUSG00000054770.16","Kctd18","protein_coding"
"27126","ENSMUSG00000026039.9","Sgo2a","protein_coding"
"27127","ENSMUSG00000063558.4","Aox1","protein_coding"
"27128","ENSMUSG00000064294.12","Aox3","protein_coding"
"27130","ENSMUSG00000038242.12","Aox4","protein_coding"
"27131","ENSMUSG00000089822.1","Gm15759","antisense"
"27132","ENSMUSG00000079554.2","Aox2","protein_coding"
"27134","ENSMUSG00000051223.14","Bzw1","protein_coding"
"27135","ENSMUSG00000026034.17","Clk1","protein_coding"
"27136","ENSMUSG00000026035.15","Ppil3","protein_coding"
"27137","ENSMUSG00000026036.17","Nif3l1","protein_coding"
"27138","ENSMUSG00000026037.14","Orc2","protein_coding"
"27140","ENSMUSG00000085054.2","Gm15834","lincRNA"
"27141","ENSMUSG00000038174.14","Fam126b","protein_coding"
"27142","ENSMUSG00000026032.8","Ndufb3","protein_coding"
"27143","ENSMUSG00000100202.1","Gm29389","processed_pseudogene"
"27144","ENSMUSG00000099490.1","Gm18802","processed_pseudogene"
"27145","ENSMUSG00000059647.5","Cbx3-ps7","processed_pseudogene"
"27146","ENSMUSG00000047528.13","Als2cr12","protein_coding"
"27147","ENSMUSG00000102059.1","Gm20257","transcribed_unprocessed_pseudogene"
"27148","ENSMUSG00000101046.1","Gm28803","processed_pseudogene"
"27149","ENSMUSG00000026031.15","Cflar","protein_coding"
"27150","ENSMUSG00000100236.1","Gm3841","processed_pseudogene"
"27151","ENSMUSG00000026029.14","Casp8","protein_coding"
"27153","ENSMUSG00000099719.1","Gm28802","unprocessed_pseudogene"
"27154","ENSMUSG00000026028.12","Trak2","protein_coding"
"27155","ENSMUSG00000026027.13","Stradb","protein_coding"
"27156","ENSMUSG00000047383.8","C2cd6b","lincRNA"
"27157","ENSMUSG00000099752.1","Gm29018","antisense"
"27158","ENSMUSG00000072295.5","C2cd6","protein_coding"
"27160","ENSMUSG00000038079.14","Tmem237","protein_coding"
"27161","ENSMUSG00000097573.2","G730003C15Rik","antisense"
"27162","ENSMUSG00000079550.9","Mpp4","protein_coding"
"27163","ENSMUSG00000101586.1","Gm29017","antisense"
"27164","ENSMUSG00000099563.1","Gm19125","processed_pseudogene"
"27165","ENSMUSG00000026024.14","Als2","protein_coding"
"27166","ENSMUSG00000026023.16","Cdk15","protein_coding"
"27167","ENSMUSG00000099922.1","Gm29016","lincRNA"
"27169","ENSMUSG00000041075.8","Fzd7","protein_coding"
"27170","ENSMUSG00000097819.1","Gm26813","lincRNA"
"27171","ENSMUSG00000047361.16","Gm973","protein_coding"
"27172","ENSMUSG00000099811.6","Gm28411","antisense"
"27173","ENSMUSG00000101409.1","1700122D07Rik","antisense"
"27174","ENSMUSG00000026021.15","Sumo1","protein_coding"
"27177","ENSMUSG00000101400.1","Gm29596","processed_pseudogene"
"27178","ENSMUSG00000026020.9","Nop58","protein_coding"
"27183","ENSMUSG00000067336.6","Bmpr2","protein_coding"
"27186","ENSMUSG00000041040.12","Fam117b","protein_coding"
"27188","ENSMUSG00000100901.1","Gm18829","processed_pseudogene"
"27189","ENSMUSG00000026018.12","Ica1l","protein_coding"
"27190","ENSMUSG00000026019.15","Wdr12","protein_coding"
"27191","ENSMUSG00000026017.13","Carf","protein_coding"
"27192","ENSMUSG00000082609.1","Gm15464","processed_pseudogene"
"27193","ENSMUSG00000073664.11","Nbeal1","protein_coding"
"27194","ENSMUSG00000100516.1","Gm29332","processed_pseudogene"
"27195","ENSMUSG00000049439.13","Cyp20a1","protein_coding"
"27197","ENSMUSG00000026782.15","Abi2","protein_coding"
"27198","ENSMUSG00000026014.15","Raph1","protein_coding"
"27199","ENSMUSG00000081562.1","Gm11575","processed_pseudogene"
"27200","ENSMUSG00000084400.1","Gm11576","processed_pseudogene"
"27201","ENSMUSG00000082160.1","Gm11578","processed_pseudogene"
"27203","ENSMUSG00000088973.1","Gm23762","miRNA"
"27204","ENSMUSG00000084151.1","Gm11577","processed_pseudogene"
"27205","ENSMUSG00000101188.1","Eif4a-ps4","processed_pseudogene"
"27206","ENSMUSG00000026012.2","Cd28","protein_coding"
"27207","ENSMUSG00000086795.1","Gm11579","lincRNA"
"27208","ENSMUSG00000085965.1","2310016D23Rik","lincRNA"
"27210","ENSMUSG00000083118.1","Gm11609","processed_pseudogene"
"27211","ENSMUSG00000083355.1","Gm11581","processed_pseudogene"
"27213","ENSMUSG00000026011.13","Ctla4","protein_coding"
"27214","ENSMUSG00000081382.1","Rpl18-ps1","processed_pseudogene"
"27215","ENSMUSG00000080800.1","Gm11582","processed_pseudogene"
"27216","ENSMUSG00000026009.14","Icos","protein_coding"
"27218","ENSMUSG00000082804.3","Rpl17-ps1","processed_pseudogene"
"27219","ENSMUSG00000082661.1","Gm11590","processed_pseudogene"
"27220","ENSMUSG00000080785.1","Gm11591","processed_pseudogene"
"27221","ENSMUSG00000100893.1","Gm28083","lincRNA"
"27222","ENSMUSG00000085248.2","Gm11587","lincRNA"
"27223","ENSMUSG00000085447.1","9530026F06Rik","lincRNA"
"27224","ENSMUSG00000086408.1","Gm11588","lincRNA"
"27226","ENSMUSG00000100965.1","Gm28449","lincRNA"
"27228","ENSMUSG00000100381.1","Gm28094","processed_pseudogene"
"27229","ENSMUSG00000086009.1","4930587A21Rik","lincRNA"
"27230","ENSMUSG00000052062.14","Pard3b","protein_coding"
"27234","ENSMUSG00000085842.7","Pard3bos1","antisense"
"27236","ENSMUSG00000100344.1","Gm29640","processed_pseudogene"
"27237","ENSMUSG00000101509.1","Gm29641","processed_pseudogene"
"27238","ENSMUSG00000085019.2","Pard3bos2","antisense"
"27240","ENSMUSG00000085400.1","Pard3bos3","antisense"
"27241","ENSMUSG00000100750.1","Gm29084","antisense"
"27242","ENSMUSG00000081950.1","Gm11600","processed_pseudogene"
"27243","ENSMUSG00000084333.1","Gm11599","processed_pseudogene"
"27244","ENSMUSG00000025969.15","Nrp2","protein_coding"
"27245","ENSMUSG00000100811.1","Gm29083","antisense"
"27247","ENSMUSG00000100426.1","Gm4208","lincRNA"
